"Ausprägung","Jahr","Raumbezug","Mobilitätsziffer","außerstädtisch_Zugezogene","innerstädtisch_Zugezogene","außerstädtisch_Weggezogene","innerstädtisch_Weggezogene","mittlere_Hauptwohnsitzbevölkerung","BezirksID","Gesamtwegzug","Gesamtzuzug"
"deutsch",2013,"Untergiesing",232.3,1815,2762,2203,2625,40489.9,18,4828,4577
"deutsch",2013,"Thalkirchen",205,2973,4210,3289,3624,68759,19,6913,7183
"deutsch",2013,"Hadern",172.5,1243,1945,1478,1734,37105.5,20,3212,3188
"deutsch",2013,"Pasing",188.7,2170,3209,2600,2714,56677,21,5314,5379
"deutsch",2013,"Aubing",174.8,1181,1783,1432,1304,32612.2,22,2736,2964
"deutsch",2013,"Allach",169.6,800,1299,1053,1099,25064.4,23,2152,2099
"deutsch",2013,"Feldmoching",161.1,1273,2047,1546,1857,41719.6,24,3403,3320
"deutsch",2013,"Laim",200.5,1728,2148,1783,2490,40652.4,25,4273,3876
"deutsch",2012,"Stadt München",217.1,50774,67281,49401,67281,1081036.5,26,116682,118055
"deutsch",2012,"Altstadt",274.9,969,1082,865,1302,15343.3,1,2167,2051
"deutsch",2012,"Ludwigsvorstadt",309.5,2619,2969,2067,3447,35872.3,2,5514,5588
"deutsch",2012,"Maxvorstadt",312.9,3003,3089,2253,3651,38342.8,3,5904,6092
"deutsch",2012,"Schwabing-West",252.1,2938,3652,2408,3891,51122.3,4,6299,6590
"deutsch",2012,"Haidhausen",258,2501,3570,2252,3363,45287.1,5,5615,6071
"deutsch",2012,"Sendling",237.4,1392,2026,1431,2142,29451.2,6,3573,3418
"deutsch",2012,"Sendling-Westpark",214.7,1920,2476,1861,2435,40481.1,7,4296,4396
"deutsch",2012,"Schwanthalerhöhe",260.4,1093,1522,955,1475,19377,8,2430,2615
"deutsch",2012,"Neuhausen",225.4,3563,4762,3307,4782,72825.4,9,8089,8325
"deutsch",2012,"Moosach",192,1331,2097,1427,2071,36075.2,10,3498,3428
"deutsch",2012,"Milbertshofen",225.9,2396,2603,2192,3003,45126.2,11,5195,4999
"deutsch",2012,"Schwabing",245.3,3029,3453,2443,3703,51472.1,12,6146,6482
"deutsch",2012,"Bogenhausen",194.8,2704,3514,2798,3560,64558,13,6358,6218
"deutsch",2012,"Berg am Laim",219.2,1300,2054,1346,1908,30144.3,14,3254,3354
"deutsch",2012,"Trudering",175.8,1778,2905,2272,2379,53106.5,15,4651,4683
"deutsch",2012,"Ramersdorf",171.2,2505,3686,3034,3690,75450.6,16,6724,6191
"deutsch",2012,"Obergiesing",251.7,2033,2492,2123,2478,36261.9,17,4601,4525
"deutsch",2012,"Untergiesing",237.3,2026,2792,1990,2776,40382.4,18,4766,4818
"deutsch",2012,"Thalkirchen",198.4,2849,4136,2927,3579,67984.4,19,6506,6985
"deutsch",2012,"Hadern",172.2,1320,1763,1476,1816,37026.5,20,3292,3083
"deutsch",2012,"Pasing",188.4,2304,3048,2352,2880,56177.8,21,5232,5352
"deutsch",2012,"Aubing",181.1,1253,1850,1339,1360,32044.2,22,2699,3103
"deutsch",2012,"Allach",174.8,782,1453,958,1157,24880.4,23,2115,2235
"deutsch",2012,"Feldmoching",160.8,1301,2017,1455,1913,41582.2,24,3368,3318
"deutsch",2012,"Laim",208.9,1854,2270,1848,2520,40660.5,25,4368,4124
"deutsch",2011,"Stadt München",229.4,53991,72246,47115,72246,1070393.9,26,119361,126237
"deutsch",2011,"Altstadt",296.1,1118,1234,758,1408,15256.2,1,2166,2352
"deutsch",2011,"Ludwigsvorstadt",328.4,2837,3117,2066,3581,35324.5,2,5647,5954
"deutsch",2011,"Maxvorstadt",319.8,3110,2992,2156,3916,38071.8,3,6072,6102
"deutsch",2011,"Schwabing-West",255,2946,3639,2300,3988,50474.9,4,6288,6585
"deutsch",2011,"Haidhausen",272,2583,3587,2189,3776,44615,5,5965,6170
"deutsch",2011,"Sendling",253.7,1474,2171,1393,2386,29259.1,6,3779,3645
"deutsch",2011,"Sendling-Westpark",225.7,2007,2536,1734,2812,40275.5,7,4546,4543
"deutsch",2011,"Schwanthalerhöhe",280,1104,1644,879,1658,18877.6,8,2537,2748
"deutsch",2011,"Neuhausen",251.5,4008,5528,3146,5309,71546.3,9,8455,9536
"deutsch",2011,"Moosach",195.6,1356,2138,1321,2209,35905.8,10,3530,3494
"deutsch",2011,"Milbertshofen",235.8,2405,2848,1980,3300,44678,11,5280,5253
"deutsch",2011,"Schwabing",257.9,3081,3793,2401,3838,50838,12,6239,6874
"deutsch",2011,"Bogenhausen",209.7,3010,3883,2662,3851,63937,13,6513,6893
"deutsch",2011,"Berg am Laim",223.9,1355,2061,1299,1949,29760.1,14,3248,3416
"deutsch",2011,"Trudering",187.1,1963,3266,2101,2474,52412.7,15,4575,5229
"deutsch",2011,"Ramersdorf",187.2,2733,4125,3095,4163,75404,16,7258,6858
"deutsch",2011,"Obergiesing",281.2,2509,2898,1967,2685,35776.7,17,4652,5407
"deutsch",2011,"Untergiesing",242.1,2074,2958,1841,2834,40090.7,18,4675,5032
"deutsch",2011,"Thalkirchen",204.7,2903,4186,2887,3812,67355.1,19,6699,7089
"deutsch",2011,"Hadern",188.6,1506,2075,1370,2012,36917.2,20,3382,3581
"deutsch",2011,"Pasing",200.4,2361,3529,2181,3053,55519.7,21,5234,5890
"deutsch",2011,"Aubing",179,1243,1752,1271,1372,31495.8,22,2643,2995
"deutsch",2011,"Allach",184.3,908,1459,980,1192,24631.2,23,2172,2367
"deutsch",2011,"Feldmoching",166.4,1373,2199,1264,2049,41365.6,24,3313,3572
"deutsch",2011,"Laim",224.6,2011,2619,1871,2617,40604,25,4488,4630
"deutsch",2010,"Stadt München",235.7,52680,75165,46683,75165,1059451.4,26,121848,127845
"deutsch",2010,"Altstadt",305.9,1129,1253,770,1459,15072.9,1,2229,2382
"deutsch",2010,"Ludwigsvorstadt",346,2738,3499,1972,3822,34767.7,2,5794,6237
"deutsch",2010,"Maxvorstadt",347.5,3382,3307,2349,4086,37763.6,3,6435,6689
"deutsch",2010,"Schwabing-West",266.3,2947,3927,2230,4219,50029,4,6449,6874
"deutsch",2010,"Haidhausen",275.1,2622,3558,2186,3754,44064,5,5940,6180
"deutsch",2010,"Sendling",268.5,1640,2346,1341,2475,29052.5,6,3816,3986
"deutsch",2010,"Sendling-Westpark",221.5,1860,2571,1754,2735,40263.8,7,4489,4431
"deutsch",2010,"Schwanthalerhöhe",292.8,1115,1658,897,1769,18577.1,8,2666,2773
"deutsch",2010,"Neuhausen",247,3594,5509,2952,5303,70279.2,9,8255,9103
"deutsch",2010,"Moosach",197.5,1388,1969,1462,2270,35897.6,10,3732,3357
"deutsch",2010,"Milbertshofen",245.6,2257,3228,1954,3496,44518,11,5450,5485
"deutsch",2010,"Schwabing",268.4,3124,4018,2311,3985,50060,12,6296,7142
"deutsch",2010,"Bogenhausen",208.2,2805,3884,2688,3797,63283.7,13,6485,6689
"deutsch",2010,"Berg am Laim",237.7,1398,2192,1279,2105,29340,14,3384,3590
"deutsch",2010,"Trudering",192.3,1865,3418,2018,2537,51151.1,15,4555,5283
"deutsch",2010,"Ramersdorf",187.3,2466,4469,2973,4204,75353.8,16,7177,6935
"deutsch",2010,"Obergiesing",281.7,2206,2856,1901,2915,35064.5,17,4816,5062
"deutsch",2010,"Untergiesing",254.8,2132,3089,1906,3010,39778.5,18,4916,5221
"deutsch",2010,"Thalkirchen",210,2828,4307,2888,4035,66945.9,19,6923,7135
"deutsch",2010,"Hadern",198.5,1461,2292,1287,2222,36592.8,20,3509,3753
"deutsch",2010,"Pasing",213.1,2415,3630,2318,3292,54702,21,5610,6045
"deutsch",2010,"Aubing",177.6,1067,1765,1239,1469,31188.3,22,2708,2832
"deutsch",2010,"Allach",181.9,836,1503,869,1233,24416,23,2102,2339
"deutsch",2010,"Feldmoching",172.7,1329,2249,1377,2121,40972.7,24,3498,3578
"deutsch",2010,"Laim",231.4,2058,2665,1755,2850,40316.1,25,4605,4723
"insgesamt",2024,"Stadt München",266.5,105183,113142,93771,113142,1595787.8,26,206913,218325
"insgesamt",2024,"Altstadt",322.2,1822,1523,1593,1771,20819.3,1,3364,3345
"insgesamt",2024,"Ludwigsvorstadt",329,4297,3855,3575,4698,49928.4,2,8273,8152
"insgesamt",2024,"Maxvorstadt",353,5035,4285,3970,5139,52213.5,3,9109,9320
"insgesamt",2024,"Schwabing-West",278,4598,5015,4093,5281,68301.5,4,9374,9613
"insgesamt",2024,"Haidhausen",235.4,3571,3981,3230,4245,63827.3,5,7475,7552
"insgesamt",2024,"Sendling",251.3,2165,2972,2130,3010,40892,6,5140,5137
"insgesamt",2024,"Sendling-Westpark",247.7,3785,3963,3266,4362,62064.8,7,7628,7748
"insgesamt",2024,"Schwanthalerhöhe",270.6,1715,2085,1669,2279,28632.8,8,3948,3800
"insgesamt",2024,"Neuhausen",249.7,6181,7022,5233,6790,101025,9,12023,13203
"insgesamt",2024,"Moosach",246.6,3532,3403,3134,3725,55926.2,10,6859,6935
"insgesamt",2024,"Milbertshofen",279.7,5715,5117,5125,5555,76900.3,11,10680,10832
"insgesamt",2024,"Schwabing",510.7,9380,10265,7532,12064,76844.8,12,19596,19645
"insgesamt",2024,"Bogenhausen",248,5804,6413,5681,5636,94898.5,13,11317,12217
"insgesamt",2024,"Berg am Laim",237.4,2873,2825,2386,3116,47175.5,14,5502,5698
"insgesamt",2024,"Trudering",224.4,4220,4541,4054,4296,76267.3,15,8350,8761
"insgesamt",2024,"Ramersdorf",210.5,6188,6827,5702,6643,120448.3,16,12345,13015
"insgesamt",2024,"Obergiesing",265.4,3756,3646,3433,3509,54051.8,17,6942,7402
"insgesamt",2024,"Untergiesing",242.5,2972,3649,3049,3405,53908,18,6454,6621
"insgesamt",2024,"Thalkirchen",259.8,6847,7311,5945,6601,102803.2,19,12546,14158
"insgesamt",2024,"Hadern",229.9,2887,3140,2852,2970,51529,20,5822,6027
"insgesamt",2024,"Pasing",239.8,4717,5286,4467,5079,81505.8,21,9546,10003
"insgesamt",2024,"Aubing",279.6,3976,5937,3392,3308,59407.3,22,6700,9913
"insgesamt",2024,"Allach",238.1,2239,2195,2006,2148,36068.2,23,4154,4434
"insgesamt",2024,"Feldmoching",229.6,3587,4061,3295,3601,63342,24,6896,7648
"insgesamt",2024,"Laim",245.9,3321,3825,2959,3911,57007.1,25,6870,7146
"insgesamt",2023,"Stadt München",298.5,114343,120703,117350,120703,1584994,26,238053,235046
"insgesamt",2023,"Altstadt",342.3,2020,1546,1829,1715,20772.1,1,3544,3566
"insgesamt",2023,"Ludwigsvorstadt",363.1,4608,3847,4897,4861,50161.2,2,9758,8455
"insgesamt",2023,"Maxvorstadt",390.1,5473,4373,5126,5290,51940.5,3,10416,9846
"insgesamt",2023,"Schwabing-West",288.1,4649,4955,4631,5438,68273.6,4,10069,9604
"insgesamt",2023,"Haidhausen",279.3,4032,4783,4148,4730,63352.3,5,8878,8815
"insgesamt",2023,"Sendling",265.4,2300,2901,2576,3042,40769.3,6,5618,5201
"insgesamt",2023,"Sendling-Westpark",250.5,3906,3966,3570,4052,61862.8,7,7622,7872
"insgesamt",2023,"Schwanthalerhöhe",270.4,1727,2014,1863,2194,28836.3,8,4057,3741
"insgesamt",2023,"Neuhausen",264.7,6026,7011,6412,7035,100046.2,9,13447,13037
"insgesamt",2023,"Moosach",272.5,3770,3783,3624,3992,55663.3,10,7616,7553
"insgesamt",2023,"Milbertshofen",311.2,6357,5411,6065,5998,76577.8,11,12063,11768
"insgesamt",2023,"Schwabing",761.3,13325,14949,13402,17273,77431.6,12,30675,28274
"insgesamt",2023,"Bogenhausen",274.2,5807,7028,7117,5844,94089.8,13,12961,12835
"insgesamt",2023,"Berg am Laim",241.7,2762,2826,2923,2874,47095.8,14,5797,5588
"insgesamt",2023,"Trudering",236.3,4190,4526,5101,4105,75829.3,15,9206,8716
"insgesamt",2023,"Ramersdorf",242.9,7288,7435,7244,7083,119604.9,16,14327,14723
"insgesamt",2023,"Obergiesing",284,3594,3889,3987,3766,53656.7,17,7753,7483
"insgesamt",2023,"Untergiesing",261.9,3094,3830,3471,3705,53834.5,18,7176,6924
"insgesamt",2023,"Thalkirchen",278,7101,7402,6942,6752,101439.6,19,13694,14503
"insgesamt",2023,"Hadern",248.1,3239,3261,3193,3021,51255.7,20,6214,6500
"insgesamt",2023,"Pasing",265.3,5071,6016,5082,5306,80943.6,21,10388,11087
"insgesamt",2023,"Aubing",293.7,4589,4984,3887,3047,56210.7,22,6934,9573
"insgesamt",2023,"Allach",267.3,2396,2339,2745,2134,35973.5,23,4879,4735
"insgesamt",2023,"Feldmoching",237.7,3590,3816,4025,3484,62747.1,24,7509,7406
"insgesamt",2023,"Laim",259.5,3429,3812,3490,3962,56626.2,25,7452,7241
"insgesamt",2022,"Stadt München",311.2,133060,123541,111300,123541,1578981.8,26,234841,256601
"insgesamt",2022,"Altstadt",346.2,2162,1502,1747,1793,20806.8,1,3540,3664
"insgesamt",2022,"Ludwigsvorstadt",411.1,5975,4372,5032,5680,51229.5,2,10712,10347
"insgesamt",2022,"Maxvorstadt",420.5,6495,4740,4809,5710,51732.5,3,10519,11235
"insgesamt",2022,"Schwabing-West",316.8,5493,5440,4778,6023,68601.8,4,10801,10933
"insgesamt",2022,"Haidhausen",310.7,5128,5057,4137,5294,63134.3,5,9431,10185
"insgesamt",2022,"Sendling",279.6,2678,3099,2674,3010,40996.9,6,5684,5777
"insgesamt",2022,"Sendling-Westpark",276.6,4349,4626,3554,4416,61268.8,7,7970,8975
"insgesamt",2022,"Schwanthalerhöhe",281.4,2090,2007,1738,2315,28963.3,8,4053,4097
"insgesamt",2022,"Neuhausen",285.6,7241,7435,6314,7647,100267,9,13961,14676
"insgesamt",2022,"Moosach",302.7,4578,4154,3563,4447,55312.4,10,8010,8732
"insgesamt",2022,"Milbertshofen",329.6,7017,6108,5784,6249,76327.8,11,12033,13125
"insgesamt",2022,"Schwabing",645.3,13955,11756,10841,13795,78023.8,12,24636,25711
"insgesamt",2022,"Bogenhausen",282.9,7409,6606,6655,5894,93902,13,12549,14015
"insgesamt",2022,"Berg am Laim",270.4,3224,3260,2944,3264,46944.5,14,6208,6484
"insgesamt",2022,"Trudering",259.4,5236,5002,4949,4456,75725.1,15,9405,10238
"insgesamt",2022,"Ramersdorf",243.7,7907,7340,6824,6950,119100.7,16,13774,15247
"insgesamt",2022,"Obergiesing",298.7,4117,4086,3800,4073,53820.6,17,7873,8203
"insgesamt",2022,"Untergiesing",280.8,3793,4244,3275,3790,53774.7,18,7065,8037
"insgesamt",2022,"Thalkirchen",293.3,8294,7289,6839,7069,100532.3,19,13908,15583
"insgesamt",2022,"Hadern",258.4,3405,3642,2974,3145,50944.7,20,6119,7047
"insgesamt",2022,"Pasing",288.9,6108,6373,5185,5308,79511.6,21,10493,12481
"insgesamt",2022,"Aubing",309.5,5001,4545,3705,3194,53142.3,22,6899,9546
"insgesamt",2022,"Allach",280.6,3032,2656,2258,2011,35489.6,23,4269,5688
"insgesamt",2022,"Feldmoching",241.5,4043,3943,3529,3659,62834.4,24,7188,7986
"insgesamt",2022,"Laim",288.5,4330,4259,3392,4349,56594.7,25,7741,8589
"insgesamt",2021,"Stadt München",297.5,104163,125414,109667,125414,1562123.3,26,235081,229577
"insgesamt",2021,"Altstadt",357.1,1668,1827,1862,2048,20733.8,1,3910,3495
"insgesamt",2021,"Ludwigsvorstadt",382.4,4454,4872,4610,5689,51315.8,2,10299,9326
"insgesamt",2021,"Maxvorstadt",410.4,5194,5028,4690,6200,51441.9,3,10890,10222
"insgesamt",2021,"Schwabing-West",327.5,4737,6089,4964,6630,68454.5,4,11594,10826
"insgesamt",2021,"Haidhausen",315.8,4245,5370,4401,5655,62289.3,5,10056,9615
"insgesamt",2021,"Sendling",295.7,2374,3446,2804,3458,40855.8,6,6262,5820
"insgesamt",2021,"Sendling-Westpark",258.1,3341,4429,3627,4238,60573.5,7,7865,7770
"insgesamt",2021,"Schwanthalerhöhe",285.4,1602,2267,1926,2524,29151.1,8,4450,3869
"insgesamt",2021,"Neuhausen",279.6,5815,7758,6200,8050,99494.8,9,14250,13573
"insgesamt",2021,"Moosach",287.1,3830,3941,3519,4510,55031.7,10,8029,7771
"insgesamt",2021,"Milbertshofen",315.5,5844,5799,5770,6497,75782.4,11,12267,11643
"insgesamt",2021,"Schwabing",567,10675,10733,10494,12562,78424.2,12,23056,21408
"insgesamt",2021,"Bogenhausen",257.1,5492,6621,5726,5880,92261,13,11606,12113
"insgesamt",2021,"Berg am Laim",254,2550,3248,2926,3171,46829.7,14,6097,5798
"insgesamt",2021,"Trudering",247.3,4093,5238,4877,4292,74806.3,15,9169,9331
"insgesamt",2021,"Ramersdorf",234.2,6211,7516,6757,7168,118054,16,13925,13727
"insgesamt",2021,"Obergiesing",303.1,3722,4073,4229,4232,53623.8,17,8461,7795
"insgesamt",2021,"Untergiesing",282.3,3012,4403,3501,4029,52934.5,18,7530,7415
"insgesamt",2021,"Thalkirchen",269.6,6026,7555,6402,6722,99038.8,19,13124,13581
"insgesamt",2021,"Hadern",257.2,2899,3774,2893,3288,49978.8,20,6181,6673
"insgesamt",2021,"Pasing",270.4,4629,6219,4967,5241,77861.9,21,10208,10848
"insgesamt",2021,"Aubing",253.8,3085,4057,3080,2702,50919.2,22,5782,7142
"insgesamt",2021,"Allach",264.1,2036,2851,2118,1979,34021.6,23,4097,4887
"insgesamt",2021,"Feldmoching",239.7,3307,4062,3606,3905,62084.6,24,7511,7369
"insgesamt",2021,"Laim",285.3,3322,4238,3718,4744,56160.3,25,8462,7560
"insgesamt",2020,"Stadt München",264.7,90459,114327,93921,114327,1560415.1,26,208248,204786
"insgesamt",2020,"Altstadt",298.6,1472,1571,1495,1761,21094,1,3256,3043
"insgesamt",2020,"Ludwigsvorstadt",334.2,3958,4311,3732,5277,51701.3,2,9009,8269
"insgesamt",2020,"Maxvorstadt",359.7,4404,4540,4052,5590,51677.9,3,9642,8944
"insgesamt",2020,"Schwabing-West",293.3,4285,5567,4258,6050,68744.9,4,10308,9852
"insgesamt",2020,"Haidhausen",284.4,3736,5267,3466,5133,61889.7,5,8599,9003
"insgesamt",2020,"Sendling",262.9,2063,3039,2384,3292,41000.4,6,5676,5102
"insgesamt",2020,"Sendling-Westpark",232.5,2862,4070,3064,4040,60376.5,7,7104,6932
"insgesamt",2020,"Schwanthalerhöhe",252.1,1562,1941,1637,2296,29495.5,8,3933,3503
"insgesamt",2020,"Neuhausen",260.3,5285,7298,5700,7794,100165.8,9,13494,12583
"insgesamt",2020,"Moosach",267.3,3083,4148,3351,4061,54777.8,10,7412,7231
"insgesamt",2020,"Milbertshofen",275.6,4785,5287,4880,6058,76226.8,11,10938,10072
"insgesamt",2020,"Schwabing",434.1,8590,8343,7896,9337,78712.3,12,17233,16933
"insgesamt",2020,"Bogenhausen",244.5,4744,7152,4778,5557,90924.3,13,10335,11896
"insgesamt",2020,"Berg am Laim",218.8,2151,2848,2362,2931,47033.6,14,5293,4999
"insgesamt",2020,"Trudering",220.5,3610,4888,4063,3725,73846.9,15,7788,8498
"insgesamt",2020,"Ramersdorf",205.9,5288,6902,5691,6454,118204.4,16,12145,12190
"insgesamt",2020,"Obergiesing",267.9,3248,3597,3634,4050,54223.6,17,7684,6845
"insgesamt",2020,"Untergiesing",257.5,2693,3927,2977,4083,53124.3,18,7060,6620
"insgesamt",2020,"Thalkirchen",259.2,5373,7721,5703,6588,97920.9,19,12291,13094
"insgesamt",2020,"Hadern",223.1,2403,2987,2731,3032,49997.8,20,5763,5390
"insgesamt",2020,"Pasing",249.3,4353,5615,4361,4827,76837,21,9188,9968
"insgesamt",2020,"Aubing",247.2,2976,3575,3048,2643,49517.3,22,5691,6551
"insgesamt",2020,"Allach",246.1,1757,2108,2500,1980,33908.3,23,4480,3865
"insgesamt",2020,"Feldmoching",215.4,2846,3841,3096,3600,62130.3,24,6696,6687
"insgesamt",2020,"Laim",245.2,2932,3784,3062,4168,56883.7,25,7230,6716
"insgesamt",2019,"Stadt München",280,110801,111661,99961,111661,1550235.3,26,211622,222462
"insgesamt",2019,"Altstadt",325.8,1803,1575,1584,1898,21055.1,1,3482,3378
"insgesamt",2019,"Ludwigsvorstadt",363.6,5103,4192,4221,5269,51671,2,9490,9295
"insgesamt",2019,"Maxvorstadt",374,5249,4402,4181,5435,51511.6,3,9616,9651
"insgesamt",2019,"Schwabing-West",295.5,4990,5223,4237,5836,68643.9,4,10073,10213
"insgesamt",2019,"Haidhausen",283.1,4201,4469,3787,4971,61560.4,5,8758,8670
"insgesamt",2019,"Sendling",275.4,2638,3013,2448,3205,41049.3,6,5653,5651
"insgesamt",2019,"Sendling-Westpark",248.9,3698,4115,3197,3924,59989.3,7,7121,7813
"insgesamt",2019,"Schwanthalerhöhe",287.7,2063,2016,2139,2317,29666.8,8,4456,4079
"insgesamt",2019,"Neuhausen",284.2,7111,7480,6187,7515,99561.3,9,13702,14591
"insgesamt",2019,"Moosach",275.5,3932,3790,3389,3954,54687.5,10,7343,7722
"insgesamt",2019,"Milbertshofen",322.3,6620,6113,5471,6212,75746.8,11,11683,12733
"insgesamt",2019,"Schwabing",385.4,8574,6451,7918,7129,78034.9,12,15047,15025
"insgesamt",2019,"Bogenhausen",255.1,5859,6316,5144,5359,88889.7,13,10503,12175
"insgesamt",2019,"Berg am Laim",247.1,2740,3355,2615,2788,46538.8,14,5403,6095
"insgesamt",2019,"Trudering",228.5,3926,4430,4282,4143,73447.3,15,8425,8356
"insgesamt",2019,"Ramersdorf",230.3,6762,7380,6199,6620,117069.8,16,12819,14142
"insgesamt",2019,"Obergiesing",280.9,3886,3713,3829,3832,54328.2,17,7661,7599
"insgesamt",2019,"Untergiesing",271.9,3289,3897,3143,4098,53053,18,7241,7186
"insgesamt",2019,"Thalkirchen",271.2,6411,7122,6220,6588,97127,19,12808,13533
"insgesamt",2019,"Hadern",243.4,3155,3056,2929,3023,49965.7,20,5952,6211
"insgesamt",2019,"Pasing",271.3,5112,5835,4673,4799,75257.7,21,9472,10947
"insgesamt",2019,"Aubing",268.5,3630,3437,3222,2773,48655.4,22,5995,7067
"insgesamt",2019,"Allach",295.1,2860,2578,2415,2170,33961.7,23,4585,5438
"insgesamt",2019,"Feldmoching",235.7,3683,3706,3460,3734,61871.8,24,7194,7389
"insgesamt",2019,"Laim",256.9,3500,3990,3070,4056,56891.3,25,7126,7490
"insgesamt",2018,"Stadt München",283.1,113885,107434,105349,107434,1533308.7,26,212783,221319
"insgesamt",2018,"Altstadt",346.6,2131,1552,1835,1768,21018.7,1,3603,3683
"insgesamt",2018,"Ludwigsvorstadt",388.3,5517,4252,5116,5143,51583.9,2,10259,9769
"insgesamt",2018,"Maxvorstadt",389.3,5329,4452,4695,5435,51141,3,10130,9781
"insgesamt",2018,"Schwabing-West",298.9,5322,4794,4583,5707,68266.7,4,10290,10116
"insgesamt",2018,"Haidhausen",290.8,4495,4375,4039,4859,61107,5,8898,8870
"insgesamt",2018,"Sendling",273.7,2675,2914,2529,3059,40830,6,5588,5589
"insgesamt",2018,"Sendling-Westpark",238,3442,3639,3352,3731,59525.1,7,7083,7081
"insgesamt",2018,"Schwanthalerhöhe",288.5,2245,2045,2009,2262,29670.1,8,4271,4290
"insgesamt",2018,"Neuhausen",284,7209,6669,6998,7154,98700.5,9,14152,13878
"insgesamt",2018,"Moosach",270.8,3823,3654,3344,3782,53919,10,7126,7477
"insgesamt",2018,"Milbertshofen",317.9,6600,5285,5771,6127,74803.1,11,11898,11885
"insgesamt",2018,"Schwabing",426.7,10041,6902,8767,7153,77012.4,12,15920,16943
"insgesamt",2018,"Bogenhausen",254.3,5829,6010,5226,5030,86887.9,13,10256,11839
"insgesamt",2018,"Berg am Laim",228.6,2499,2886,2453,2644,45860.3,14,5097,5385
"insgesamt",2018,"Trudering",220.4,4156,4235,3938,3674,72608.5,15,7612,8391
"insgesamt",2018,"Ramersdorf",226.3,6326,7498,5891,6399,115382,16,12290,13824
"insgesamt",2018,"Obergiesing",305.5,4242,4005,4568,3700,54052.1,17,8268,8247
"insgesamt",2018,"Untergiesing",269.8,3483,3842,3251,3692,52875.5,18,6943,7325
"insgesamt",2018,"Thalkirchen",272,6659,6880,6216,6368,96024.4,19,12584,13539
"insgesamt",2018,"Hadern",247.4,3170,3082,3129,2907,49659.2,20,6036,6252
"insgesamt",2018,"Pasing",267.8,5127,4954,5064,4766,74340,21,9830,10081
"insgesamt",2018,"Aubing",283.9,3728,3545,3528,2616,47259.5,22,6144,7273
"insgesamt",2018,"Allach",283.2,2617,2334,2407,1976,32956.1,23,4383,4951
"insgesamt",2018,"Feldmoching",232.5,3605,3872,3314,3493,61444.8,24,6807,7477
"insgesamt",2018,"Laim",259.7,3610,3740,3326,3967,56380.9,25,7293,7350
"insgesamt",2017,"Stadt München",304.1,113311,108888,137439,108888,1540579.8,26,246327,222199
"insgesamt",2017,"Altstadt",359.2,1972,1552,2301,1850,21364.3,1,4151,3524
"insgesamt",2017,"Ludwigsvorstadt",443.2,5917,4142,8490,5253,53709.5,2,13743,10059
"insgesamt",2017,"Maxvorstadt",418.4,5287,4473,7070,5216,52687.3,3,12286,9760
"insgesamt",2017,"Schwabing-West",318.7,5128,5170,6120,5617,69131.8,4,11737,10298
"insgesamt",2017,"Haidhausen",321,4508,4650,5568,5114,61815.8,5,10682,9158
"insgesamt",2017,"Sendling",295.1,2734,2941,3526,2939,41135.3,6,6465,5675
"insgesamt",2017,"Sendling-Westpark",269.1,3644,4358,4146,3871,59522.6,7,8017,8002
"insgesamt",2017,"Schwanthalerhöhe",318,2269,2039,2994,2275,30116.2,8,5269,4308
"insgesamt",2017,"Neuhausen",281.3,6756,6440,7923,6848,99404.9,9,14771,13196
"insgesamt",2017,"Moosach",285.7,3504,3974,4069,3854,53898.5,10,7923,7478
"insgesamt",2017,"Milbertshofen",337.8,6608,5220,7807,6035,75992.4,11,13842,11828
"insgesamt",2017,"Schwabing",472.9,10451,7112,11433,7445,77062.6,12,18878,17563
"insgesamt",2017,"Bogenhausen",262.8,5348,5276,7174,5009,86783.6,13,12183,10624
"insgesamt",2017,"Berg am Laim",256.9,2437,3236,3313,2750,45683,14,6063,5673
"insgesamt",2017,"Trudering",254.8,4061,5163,5634,3500,72038.6,15,9134,9224
"insgesamt",2017,"Ramersdorf",245.4,6597,7620,7485,6430,114619.3,16,13915,14217
"insgesamt",2017,"Obergiesing",319.2,4169,3925,5284,4033,54545.5,17,9317,8094
"insgesamt",2017,"Untergiesing",309.4,3388,4090,4520,4562,53527.8,18,9082,7478
"insgesamt",2017,"Thalkirchen",288.4,6715,6708,7554,6753,96148.6,19,14307,13423
"insgesamt",2017,"Hadern",261.1,3091,2945,3861,3184,50100.2,20,7045,6036
"insgesamt",2017,"Pasing",268.3,4936,4745,5788,4532,74550.8,21,10320,9681
"insgesamt",2017,"Aubing",293.5,3856,3218,3971,2541,46282.4,22,6512,7074
"insgesamt",2017,"Allach",291.1,2682,2225,2738,1862,32659.6,23,4600,4907
"insgesamt",2017,"Feldmoching",251.1,3605,3609,4613,3576,61353.3,24,8189,7214
"insgesamt",2017,"Laim",275.3,3643,4015,4057,3822,56446,25,7879,7658
"insgesamt",2016,"Stadt München",294.7,120746,112317,106578,112317,1533763.1,26,218895,233063
"insgesamt",2016,"Altstadt",348.6,2137,1724,1674,1926,21401.8,1,3600,3861
"insgesamt",2016,"Ludwigsvorstadt",383.8,6398,4251,4946,5336,54540.5,2,10282,10649
"insgesamt",2016,"Maxvorstadt",411.3,6425,4302,4911,6502,53831.7,3,11413,10727
"insgesamt",2016,"Schwabing-West",304,5334,5441,4433,5733,68874.6,4,10166,10775
